MarketName,street,city,County,State,zip,x,y,Credit,WIC,WICcash,SFMNP,SNAP,has_website,Is market,Produce,Confectionary,Household,Dairy,Plants,Meat,Other,product_count,alt_pay_methods
Santa Clara Valley Medical Center Farmers' Market,751 South Bascom,San Jose,Santa Clara,California,,-121.93288000000001,37.312870000000004,1,1,0,0,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2
Santa Clarita Certified Farmers' Market,26455 N. Rockwell Canyon Road,Santa Clarita,Ventura,California,91355,-119.05094,34.245834,1,1,0,1,1,1,1,4.0,4.0,1.0,2.0,3.0,2.0,1.0,17.0,3
Santa Cruz River Farmers' Market,100 S. Avenida del Convento,Tucson ,Pima,Arizona,85745,-110.9857,32.219902000000005,1,1,1,1,1,1,1,7.0,5.0,1.0,1.0,3.0,2.0,2.0,21.0,4
Santa Fe Farmers Market - Southside Market,Zafarano dr and San Ignacio rd,Santa Fe,Santa Fe,New Mexico,87507,-106.01571000000001,35.64452,1,1,1,1,1,1,1,2.0,3.0,0.0,1.0,1.0,0.0,0.0,7.0,4
Santa Fe Farmers' Market,1607 Paseo de Peralta,Santa Fe,Santa Fe,New Mexico,87501,-105.94908999999998,35.682133,1,1,1,1,1,1,1,3.0,3.0,2.0,2.0,3.0,2.0,1.0,16.0,4
Santa Monica Farmers Market - Saturday Downtown,300 Arizona Ave,Santa Monica ,Los Angeles,California,90401,-118.49763,34.017044,1,1,0,1,1,1,1,8.0,4.0,0.0,2.0,3.0,3.0,1.0,21.0,3
Santa Monica Farmers Market - Sunday Main Street,2640 Main Street,Santa Monica,Los Angeles,California,90405,-118.48333000000001,34.001457,1,1,0,1,1,1,1,7.0,4.0,2.0,2.0,3.0,3.0,2.0,23.0,3
Santa Monica Pico,2200 Virginia Ave,Santa Monica ,Los Angeles,California,90404,-118.46818999999999,34.021301,1,1,0,1,0,1,1,8.0,4.0,0.0,2.0,3.0,3.0,2.0,22.0,2
Santa Rosa Community Farmers Market at the Veterans Building,1351 Maple Ave,Santa Rosa ,Sonoma,California,95404,-122.7002,38.434437,1,1,1,1,1,1,1,7.0,4.0,3.0,3.0,3.0,3.0,2.0,25.0,4
Santa Rosa Downtown Market (Wednesday Night Market),Courthouse Square & 4th St,Santa Rosa,Sonoma,California,95404,-122.71359,38.440678000000005,1,0,0,0,1,1,1,5.0,4.0,2.0,2.0,2.0,1.0,3.0,19.0,1
Santa Rosa Farmers Market,4587 Woodbine Road,Pace,Santa Rosa,Florida,32571,-87.18355600000001,30.603977,1,1,0,1,0,0,1,4.0,3.0,3.0,2.0,2.0,1.0,2.0,17.0,2
Santa Teresa Farmers' Market,Santa Teresa Blvd. and Camino Verde Dr.,San Jose,Santa Clara,California,,-121.80108999999999,37.23708,1,1,0,0,1,1,1,4.0,2.0,0.0,2.0,3.0,2.0,1.0,14.0,2
Santee Certified Farmer's Market,9608 Carlton Hills Blvd,Santee,San Diego,California,92071,-116.99923999999999,32.852135,1,1,0,1,1,1,1,5.0,4.0,2.0,2.0,2.0,2.0,1.0,18.0,3
Santee Community Farmers Market,53142 Highway 12,Niobrara,Knox,Nebraska,68760,-97.881935,42.733002,1,0,0,0,0,0,1,2.0,2.0,1.0,1.0,0.0,0.0,1.0,7.0,0
Sara Hardy Downtown Farmers Market,152 East Grandview Parkway,Traverse City,Grand Traverse,Michigan,49684,-85.621765,44.765175,1,1,0,1,1,1,1,7.0,5.0,2.0,2.0,3.0,3.0,2.0,24.0,3
Saracen Landing Farmers Market,200 Lake Saracen Drive,Pine Bluff ,Jefferson,Arkansas,71601,-92.004295,34.231049,1,1,1,1,1,0,1,3.0,4.0,2.0,1.0,0.0,0.0,0.0,10.0,4
Saranac Green Market,Intersection of Picketts Corners Road and Route 3,Saranac,Clinton,New York,12981,-73.733963,44.661659,1,0,0,0,0,1,1,3.0,1.0,2.0,1.0,1.0,2.0,1.0,11.0,0
Saranac Lake Farmers' Market,Fusion Market   Lake Flower Drive,Saranac Lake,Essex,New York,12983,-74.124115,44.323704,0,1,0,1,0,1,1,2.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,2
Saranac Lake Village Farmers Market,Riverside Park,Saranac Lake,Franklin,New York,12983,-74.131248,44.324631,1,1,0,0,1,1,1,4.0,5.0,2.0,2.0,2.0,1.0,3.0,19.0,2
Sarasota Downtown Farmers' Market,,Sarasota,Sarasota,Florida,,-82.540611,27.336512,1,0,0,0,1,0,1,4.0,5.0,3.0,2.0,3.0,3.0,2.0,22.0,1
Saratoga Certified Farmers' Market,"West Valley College, 14000 Fruitvale Avenue",Saratoga,Santa Clara,California,95070,-122.01145,37.264229,1,1,1,1,1,1,1,6.0,4.0,1.0,3.0,3.0,3.0,2.0,22.0,4
Saratoga Farmers' Market - Outdoor Market (May-October),"High Rock Park, High Rock Park Ave",Saratoga Springs ,Saratoga,New York,12866,-73.781151,43.085526,1,1,1,1,1,1,1,5.0,5.0,3.0,2.0,3.0,3.0,3.0,24.0,4
Saratoga Farmers' Market - Winter Market,"65 South Broadway, Saratoga Spa State Park",Saratoga Springs ,Saratoga,New York,12866,-73.79003900000001,43.064686,1,1,1,1,1,1,1,5.0,5.0,3.0,2.0,2.0,3.0,3.0,23.0,4
Saratoga Springs Community Market,1242 n riverside dr,Saratoga springs,Utah,Utah,84045,-111.90943999999999,40.384541,0,0,0,0,0,0,1,3.0,4.0,2.0,2.0,3.0,1.0,1.0,16.0,0
Saturday Market,Oregon and SW 1st Ave.,Ontario,Malheur,Oregon,97914,-116.96351999999999,44.025665000000004,1,0,1,1,0,0,1,3.0,3.0,2.0,1.0,3.0,1.0,1.0,14.0,2
SATURDAY Market - Havre Montana,,Havre,Hill,Montana,59501,-109.67738,48.55312,1,0,0,0,0,1,1,2.0,2.0,1.0,1.0,2.0,0.0,1.0,9.0,0
Saturday Morning Market at Steele Wines,Thomas Dr./ Highway 29,Finley,Lake,California,95435,-122.87534,38.992592,1,1,1,1,1,1,1,4.0,3.0,2.0,2.0,3.0,1.0,2.0,17.0,4
Saturday Produce Market,One College Park (Richland College Campus),Decatur,Macon,Illinois,62521,-88.8974,39.884899,0,1,0,0,0,0,1,2.0,4.0,1.0,1.0,2.0,1.0,1.0,12.0,1
Saucon Valley Farmers' Market,90 West Water Street,Hellertown,Northampton,Pennsylvania,18055,-75.34164399999999,40.57917,1,1,0,1,0,1,1,6.0,5.0,3.0,2.0,3.0,2.0,3.0,24.0,2
Saugatuck Center for the Arts Farmers and Artisans Market,400 CULVER STREET,Saugatuck ,Allegan,Michigan,49453,-86.20143900000001,42.654831,1,0,0,1,1,1,1,3.0,4.0,2.0,1.0,2.0,0.0,1.0,13.0,2
Saugerties Farmers Market ,115 Main Street ,Saugerties,Ulster,New York,12477,-73.94896700000001,42.078987,1,1,0,1,1,1,1,6.0,5.0,2.0,3.0,3.0,3.0,3.0,25.0,3
Saugerties Farmers Market (Summer),115 Main Street parking lot,Saugerties,Ulster,New York,12477,-73.949867,42.079151,1,1,1,1,1,1,1,7.0,5.0,1.0,3.0,2.0,3.0,2.0,23.0,4
Saugerties Winter Farmers Market - Summer,207 Market Street,Saugerties,Ulster,New York,12477,-73.949425,42.079002,1,1,1,1,1,1,1,7.0,5.0,1.0,3.0,2.0,3.0,2.0,23.0,4
Saugerties Winter Farmers Market - Winter,115 Main Street,Saugerties,Ulster,New York,12477,-73.949738,42.079453,1,1,0,1,1,1,1,5.0,5.0,2.0,2.0,3.0,3.0,3.0,23.0,3
Saugus/Cliftondale,Anna Parker Playground Essex Street,Saugus,Essex,Massachusetts,1906,-71.016357,42.451645,1,1,1,1,0,0,1,2.0,4.0,0.0,2.0,1.0,2.0,0.0,11.0,3
Saw Mill Farmers Market,29 Warburton Ave.,Yonkers,Westchester,New York,10701,-73.899109,40.935593,0,1,0,0,0,1,1,2.0,3.0,0.0,1.0,0.0,0.0,1.0,7.0,1
Sawmills Farmers Market,Helena Street and Sawmills School Road,Sawmills,Caldwell,North Carolina,28630,-81.475464,35.824455,1,0,0,0,0,1,1,2.0,3.0,1.0,1.0,1.0,0.0,0.0,8.0,0
Scandia Farmers Market,20880 Olinda Trail,Scandia,Washington,Minnesota,55073,-92.80725100000001,45.252087,1,0,0,0,0,1,1,3.0,4.0,2.0,1.0,2.0,0.0,1.0,13.0,0
Scappoose Community Cub Farmers Market,"Off Highway 30, on 2nd Street near E. Columbia Avenue",Scappoose,Columbia,Oregon,97056,-122.8768,45.757228999999995,1,1,0,1,0,1,1,4.0,3.0,3.0,1.0,3.0,0.0,1.0,15.0,2
Scarborough Farmers' Market,259 U. S. Route One,Scarborough,Cumberland,Maine,4070,-70.339302,43.590099,1,1,1,1,1,1,1,5.0,4.0,1.0,1.0,2.0,3.0,2.0,18.0,4
SCFB UPPER UNION STREET,WOODLAND MUNICAPAL PARKING LOT,SCHENECTADY,Schenectady,New York,12309,-73.905167,42.803463,1,1,1,1,0,0,1,2.0,3.0,0.0,0.0,2.0,0.0,0.0,7.0,3
Schenectady County Farm Bureau Farmers Market,COLDWELL &BANKERS PARKING LOT ,NISKAYUNA,Schenectady,New York,12309,-73.87719,42.805614,0,1,1,1,0,0,1,3.0,4.0,2.0,2.0,3.0,1.0,1.0,16.0,3
Schenectady Greenmarket,(Nov - April) 432 State Street / (May - Oct) 105 Jay Street,Schenectady,Schenectady,New York,12305,-73.939789,42.814296999999996,1,1,1,1,1,1,1,6.0,5.0,2.0,2.0,2.0,3.0,3.0,23.0,4
Schenectady St. Luke's Church Farmers Market,1241 State Street,Schenectady,Schenectady,New York,12304,-73.924728,42.798897,1,1,0,1,1,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3
Schlafly Winter Farmers' Market,7260 Southwest Ave.,Maplewood,St. Louis,Missouri,63143,-90.3153,38.613026,1,0,0,0,0,1,1,4.0,4.0,2.0,2.0,3.0,2.0,0.0,17.0,0
Schmidt Family Farms,4282 State Road,Medina,Medina,Ohio,44256,-81.708061,41.159012,1,0,0,1,0,1,1,2.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,1
Schoharie Fresh,122 Rockland Lane,Cobleskill,Schoharie,New York,12043,-74.503693,42.671329,1,0,0,0,1,1,1,4.0,4.0,2.0,2.0,1.0,2.0,2.0,17.0,1
Schoolcraft Farmers Market,342 N. Grand,Schoolcraft,Kalamazoo,Michigan,49087,-85.637146,42.116787,1,0,0,0,0,1,1,2.0,2.0,0.0,0.0,0.0,2.0,1.0,7.0,0
Schranz Nut and Honey Farm,193 VFW Road,Eldon,Miller,Missouri,65026,-92.6054,38.297466,1,0,0,0,0,1,1,3.0,1.0,0.0,1.0,1.0,2.0,0.0,8.0,0
Schuylkill River Park,25th and Spruce Streets,Philadelphia,Philadelphia,Pennsylvania,19103,-75.18113699999999,39.949032,1,1,0,1,0,1,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2
Scituate Farmers Market,Rt 116 at Institute Lane,North Scituate,Providence,Rhode Island,2857,-71.586037,41.834129,1,1,1,1,0,1,1,3.0,3.0,3.0,1.0,2.0,1.0,1.0,14.0,3
SCOTCH PLAINS FARMERS' MARKETPLACE,"430 Park Ave (Municipal Parking Lot), Scotch Plains, New Jersey 07076",Scotch Plains,Union,New Jersey,7076,-74.39756,40.650166,1,1,0,0,0,1,1,6.0,5.0,0.0,2.0,1.0,3.0,2.0,19.0,1
Scotland County Farmers Market,Courthouse Square,Memphis,Scotland,Missouri,63555,-92.170303,40.458099,1,0,0,0,0,0,1,3.0,2.0,2.0,1.0,2.0,0.0,1.0,11.0,0
Scotland Farmers Market,Rt. 14 & Rt. 97,Scotland,Windham,Connecticut,6264,-72.081505,41.698757,1,1,0,1,0,0,1,3.0,4.0,2.0,1.0,2.0,2.0,1.0,15.0,2
Scott County Farmers Market,90 N Main St,Scottsburg,Scott,Indiana,47170,-85.77131700000001,38.686569,1,1,0,1,0,0,1,3.0,3.0,3.0,1.0,3.0,0.0,0.0,13.0,2
Scott County Farmers' Market,600 Scott High Drive,Huntsville,Scott,Tennessee,37756,-84.532829,36.40617,1,0,0,0,1,0,1,5.0,3.0,1.0,2.0,3.0,2.0,2.0,18.0,1
Scottdale Farmers Market,1 Centennial Way,Scottdale,Westmoreland,Pennsylvania,15683,-79.586784,40.101479,0,1,0,1,0,0,1,2.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,2
Scotts Valley Farmers Market,360 Kings Village Drive,Scotts Valley,Santa Cruz,California,,-122.02821000000002,37.050323,1,1,0,1,1,1,1,4.0,4.0,1.0,1.0,2.0,3.0,2.0,17.0,3
Scottsville Community Farmers Market,125 Fleet Street,Scottsville,Albemarle,Virginia,24590,-78.4953,37.798302,0,0,0,0,0,1,1,2.0,3.0,2.0,1.0,2.0,1.0,1.0,12.0,0
Scottsville Midweek Farmers' Market,61 Main St.,Scottsville,Monroe,New York,14546,-77.75338,43.022278,1,1,1,1,0,0,1,3.0,3.0,1.0,2.0,1.0,2.0,1.0,13.0,3
Scottville Farmers Market at Miller's Marketplace,202 North Main Street,Scottville,Mason,Michigan,49454,-86.27948,43.956028,1,0,0,1,0,1,1,4.0,3.0,2.0,1.0,1.0,0.0,0.0,11.0,1
Scripps Ranch Farmers Market & Family Festival,10380 Spring Canyon Rd.,San Diego,San Diego,California,92131,-117.0955,32.935539,1,0,0,0,0,1,1,4.0,4.0,2.0,2.0,3.0,1.0,1.0,17.0,0
SE Columbus Farmer's & Grower's Market,5081 Carbondale Drive,Columbus,Franklin,Ohio,43232,-82.847374,39.924927000000004,1,1,0,1,1,0,1,4.0,3.0,2.0,0.0,0.0,0.0,0.0,9.0,3
Sea Bright Farmers Market,1085 Ocean Avenue,Sea Bright,Monmouth,New Jersey,7760,-73.973915,40.362583,1,0,0,0,0,1,1,4.0,4.0,2.0,2.0,2.0,1.0,0.0,15.0,0
Seacoast Eat Local Winter Farmers' Market - Exeter High School,1 Blue Hawk Drive,Exeter,Rockingham,New Hampshire,3833,-71.000313,43.016853000000005,1,0,0,0,1,1,1,4.0,5.0,1.0,2.0,0.0,2.0,3.0,17.0,1
Seacoast Eat Local Winter Farmers' Market - Wentworth Greenhouses ,141 Rollins Road ,Rollinsford,Strafford,New Hampshire,3869,-70.8601,43.215561,1,0,0,0,1,1,1,4.0,5.0,1.0,2.0,0.0,2.0,3.0,17.0,1
seaford farmes market,seaford rail road parking lot sunrise highway and washington street,Seaford 11550,Suffolk,New York,,-73.494415,40.667099,1,1,0,1,0,1,1,3.0,3.0,1.0,2.0,3.0,3.0,1.0,16.0,2
Sealy Farmers Market,410 Main Street,Sealy ,Austin,Texas,77474,-96.159309,29.780291,1,0,0,0,0,0,1,3.0,3.0,2.0,1.0,0.0,2.0,2.0,13.0,0
Searcy Certified Farmers Market,Main St,Searcy,White,Arkansas,,-91.61239599999999,35.203899,0,1,0,1,0,1,1,2.0,4.0,1.0,0.0,1.0,1.0,1.0,10.0,2
Seaside Farmer's Marekt,Hwy 101 & Broadway,Seaside,Clatsop,Oregon,97138,-123.92008,45.993301,1,0,0,0,1,1,1,6.0,2.0,2.0,2.0,3.0,1.0,3.0,19.0,1
Seaside Farmers Market,2255 E Co Hwy 30A,Santa Rosa Beach,Walton,Florida,32459,-86.137199,30.319940999999996,1,0,0,0,0,1,1,4.0,3.0,2.0,2.0,0.0,2.0,1.0,14.0,0
Seattle City Hall Farmers Market featuring Pike Place Market Express,600 4th Ave,Seattle,King,Washington,98104,-122.33036000000001,47.60368,1,1,0,1,1,1,1,6.0,3.0,0.0,1.0,1.0,1.0,0.0,12.0,3
Second Street Plaza Farmers' Market,303 Second St. between Folsom and Harrison Streets,San Francisco,San Francisco,California,94107,-122.39578,37.785046,1,1,1,1,1,1,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4
Sedalia Area Farmers' Market,1900 S Limit Ave,"Sedalia, MO",Pettis,Missouri,65301,-93.251076,38.695068,1,0,0,0,1,1,1,7.0,4.0,3.0,1.0,2.0,2.0,2.0,21.0,1
Sedro-Woolley Farmers Market,Corner of Ferry and Metcalf,Sedro-Woolley,Skagit,Washington,98284,-122.2389,48.50555,1,1,0,1,1,1,1,3.0,3.0,2.0,2.0,3.0,1.0,2.0,16.0,3
Seed2Seed Farmers Market,100 north main st.,Winston-Salem ,Forsyth,North Carolina,27101,-80.244026,36.095982,1,0,0,0,0,0,1,4.0,2.0,0.0,1.0,1.0,2.0,0.0,10.0,0
Seguin Farmers and Artisans Market,510 Fleming,Seguin,Guadalupe,Texas,78155,-97.987167,29.570967,1,0,0,0,0,1,1,1.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,0
SEIGLER FARMS,8th and Ohio Streets,Wichita Falls,Wichita,Texas,76301,-98.489777,33.9132,0,0,1,1,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
Selma/Dallas County Farmers Market,108 West Dallas Avenue,Selma,Dallas,Alabama,36701,-87.039345,32.404224,0,1,1,1,1,0,1,2.0,3.0,0.0,1.0,2.0,0.0,0.0,8.0,4
Seminole Heights Sunday Morning Market,5000 North Central Avenue,Tampa,Hillsborough,Florida,33603,-82.455292,27.991071999999996,1,0,0,0,0,1,1,3.0,4.0,2.0,2.0,4.0,2.0,1.0,18.0,0
Seminole Heights Sunday Morning Market,"28211 Paseo Drive, Suite 100",Wesley Chapel,Pasco,Florida,33543,-82.34721400000001,28.188570000000002,1,0,0,0,0,1,1,3.0,4.0,2.0,2.0,4.0,3.0,0.0,18.0,0
Seminole Heights Sunday Morning Market,742 South Village Circle,Tampa,Hillsborough,Florida,33604,-82.47541,27.936421999999997,1,0,0,0,0,1,1,3.0,4.0,2.0,2.0,4.0,3.0,1.0,19.0,0
Seneca Falls Farmers Market,15 Water Street,Seneca Falls,Seneca,New York,13148,-76.79895,42.90918,1,1,1,1,1,1,1,2.0,4.0,3.0,1.0,2.0,2.0,2.0,16.0,4
Sequim Farmers Market,Corner of Sequim Ave and Washington St.,Sequim,Clallam,Washington,98382,-123.10233000000001,48.079632000000004,1,1,1,1,0,1,1,5.0,3.0,2.0,1.0,2.0,2.0,1.0,16.0,3
Serenbe Farmers Market,9110 Selbourne Ln,Chattahoochee Hills ,Fulton,Georgia,30268,-84.755447,33.560555,1,0,0,0,0,1,1,3.0,4.0,2.0,1.0,1.0,2.0,2.0,15.0,0
Seven Harvest Farmers Market,4630 Raliegh LaGrange,Memphis,Shelby,Tennessee,38128,-89.909401,35.1992,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0
Severna Park Farmers' Market,Ritchie Hwy & Jones Station Road,Severna Park,Anne Arundel,Maryland,21146,-76.528099,39.057999,0,1,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
Severy Station,99 S Road,Severy,Greenwood,Kansas,67137,-96.234367,37.62085,1,0,0,0,0,0,1,2.0,2.0,1.0,0.0,0.0,1.0,1.0,7.0,0
Sevier County Farmers Market,Herman Dierks Park   604 East Hayes Avenue,De Queen,Sevier,Arkansas,71832,-94.34213299999999,34.042244000000004,1,0,0,0,0,0,1,3.0,3.0,2.0,1.0,2.0,1.0,0.0,12.0,0
Sewell Mill Community & Farmers Market,126 Hamilton Ave,Bremen ,Haralson,Georgia,30110,-85.145958,33.721519,1,0,0,0,1,1,1,3.0,3.0,2.0,2.0,3.0,1.0,2.0,16.0,1
Seymour Area Farmers Market,Walnut St and Saint Louis Ave.,Seymour,Jackson,Indiana,47274,-85.891449,38.957840000000004,1,1,0,1,1,0,1,6.0,3.0,2.0,2.0,2.0,2.0,2.0,19.0,3
Seymour Farmers Market,11621 Chapman Hwy,Seymour ,Sevier,Tennessee,37865,-83.750923,35.865654,0,0,0,0,0,1,1,3.0,3.0,2.0,1.0,1.0,0.0,0.0,10.0,0
Seymour Farmers Market,Pine Street,Seymour,New Haven,Connecticut,6483,-73.075699,41.3918,0,0,0,0,0,0,1,2.0,4.0,1.0,0.0,2.0,0.0,0.0,9.0,0
SFC Farmers' Market at Sunset Valley ,3200 Jones Rd. ,Austin/Sunset Valley,Travis,Texas,78745,-97.808945,30.230387,1,0,0,0,1,1,1,8.0,5.0,3.0,2.0,3.0,3.0,3.0,27.0,1
SFC Farmers' Market Downtown,422 Guadalupe Street ,Austin ,Travis,Texas,78701,-97.74726899999999,30.267914,1,1,0,0,1,1,1,7.0,4.0,3.0,3.0,2.0,3.0,3.0,25.0,2
Shady Grove Farmers' & Artisans' Market,9601 Medical Center Drive,Rockville,Montgomery,Maryland,20850,-77.197998,39.102402000000005,0,0,0,0,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Shallotte Farmers Market,123 Mulberry Street,Shallotte,Brunswick,North Carolina,28470,-78.386032,33.97506,1,0,0,0,0,1,1,5.0,3.0,3.0,1.0,3.0,1.0,1.0,17.0,0
Shannon County Farmers' Market,Hc 2 Box 210,Eminence,Shannon,Missouri,65466,-91.357635,37.150604,1,0,0,0,0,0,1,3.0,2.0,2.0,2.0,2.0,1.0,0.0,12.0,0
SHARE Food Program,Hunting Park Ave and Henry Ave,Philadelphia,Philadelphia,Pennsylvania,19129,-75.178596,40.005054,0,0,0,1,1,1,1,3.0,1.0,0.0,2.0,2.0,0.0,0.0,8.0,2
Sharon Springs Farmers Market,"210 Main St, Roseboro Hotel",Sharon Springs,Schoharie,New York,13459,-74.617249,42.795181,1,1,1,1,1,0,1,5.0,4.0,1.0,2.0,1.0,2.0,1.0,16.0,4
Shasta Growers Association Certified Farmers Markets/Anderson Market,1699 Hwy 273,Anderson,Shasta,California,96007,-122.28817,40.435318,1,1,0,1,1,1,1,2.0,2.0,2.0,2.0,1.0,1.0,1.0,11.0,3
Shasta Growers Association Certified Farmers Markets/Burney Market,37143 Main Street,Burney ,Shasta,California,96013,-121.66354,40.881797999999996,1,1,0,1,1,1,1,2.0,1.0,0.0,1.0,1.0,0.0,1.0,6.0,3
Shasta Growers Association Certified Farmers Markets/Marilyn Miller Market,1700 Churn Creek Road,Redding ,Shasta,California,96001,-122.35461000000001,40.581776,1,1,0,1,1,1,1,2.0,2.0,1.0,1.0,2.0,1.0,2.0,11.0,3
Shasta Growers Association Certified Farmers Markets/Saturday Redding Market,777 Cypress Ave.,Redding,Shasta,California,96001,-122.38106,40.572289000000005,1,1,0,1,1,1,1,4.0,4.0,2.0,2.0,3.0,2.0,3.0,20.0,3
Shasta Growers Association Certified Farmers Markets/Turtle Bay Market,Sundial Bridge Drive,Redding,Shasta,California,96001,-122.37787,40.59127,1,1,0,1,1,1,1,3.0,3.0,2.0,2.0,1.0,0.0,2.0,13.0,3
Shaw Farmers Market,925 Rhode Island Ave NW,"Washington, DC",District of Columbia,District of Columbia,,-77.02529100000001,38.911213000000004,1,1,1,1,1,1,1,2.0,4.0,0.0,2.0,1.0,1.0,2.0,12.0,4
Shawano Farmers Market,235 S. Washington Street,Shawano,Shawano,Wisconsin,54166,-88.611198,44.779491,1,1,0,1,1,1,1,4.0,5.0,2.0,1.0,2.0,2.0,1.0,17.0,3
Shawnee Farmers Market,11110 Johnson Drive,Shawnee,Johnson,Kansas,66203,-94.715202,39.023396000000005,1,0,0,1,0,1,1,3.0,3.0,2.0,0.0,3.0,0.0,1.0,12.0,1
Sheboygan Farmers Market,Fountain Park,Sheboygan,Sheboygan,Wisconsin,53081,-87.713257,43.756161,0,1,0,1,1,1,1,2.0,4.0,1.0,2.0,3.0,2.0,1.0,15.0,3
Sheffield Farmers' Market,125 Main St.,Sheffield,Berkshire,Massachusetts,1257,-73.353836,42.1105,1,1,1,1,1,1,1,4.0,4.0,2.0,2.0,2.0,2.0,1.0,17.0,4
Shelburne Falls Farmers Market,"Baptist Corner lot, 53 Main St.",Shelburne Falls,Franklin,Massachusetts,1370,-72.73719799999999,42.608002,0,1,1,1,0,1,1,2.0,3.0,2.0,1.0,2.0,1.0,1.0,12.0,3
Shelburne Farmers Market,Shelburne Road and Church Street,Shelburnwe,Chittenden,Vermont,5482,-73.209999,44.387378999999996,1,1,1,0,1,0,1,5.0,5.0,2.0,2.0,2.0,2.0,3.0,21.0,3
Shelby County Farmer's Market,Highway 15 N.,Shelbina,Shelby,Missouri,63468,-92.037704,39.705868,0,0,0,0,0,1,1,2.0,2.0,2.0,2.0,3.0,0.0,0.0,11.0,0
Shelby County Farmers Market,Public Square ,Shelbyville,Shelby,Indiana,46176,-85.77713,39.524445,1,0,1,0,1,1,1,3.0,4.0,2.0,2.0,2.0,2.0,0.0,15.0,2
Shelby County Farmers Market,Hwys 44 and 59,Harlan,Shelby,Iowa,51537,-95.338554,41.645618,1,1,1,1,1,0,1,3.0,2.0,0.0,1.0,2.0,0.0,0.0,8.0,4
Shelby Farmers' Market,E Main St. and High School Ave.,Shelby,Richland,Ohio,44875,-82.658447,40.881374,1,1,0,0,0,0,1,3.0,3.0,2.0,1.0,2.0,0.0,0.0,11.0,1
Shelby Twp Farmers Market,49965 Van Dyke Ave,Shelby Twp,Macomb,Michigan,48317,-83.03582,42.661812,1,1,1,1,1,1,1,7.0,5.0,3.0,2.0,3.0,2.0,2.0,24.0,4
Shellsburg Farmers Market,City Park,Shellsburg,Benton,Iowa,52332,-91.87069699999999,42.092898999999996,0,1,1,1,0,1,1,2.0,3.0,2.0,0.0,2.0,0.0,1.0,10.0,3
Shelter Cove Farmers Market,39 Shelter Cove Lane,Hilton Head Island,Beaufort,South Carolina,29928,-80.718948,32.187698,1,0,0,0,0,1,1,4.0,3.0,2.0,2.0,1.0,1.0,2.0,15.0,0
Shelton Farmers Market,3rd Street and Franklin Street,Shelton,Mason,Washington,98584,-123.10221000000001,47.214298,1,1,0,1,1,1,1,3.0,2.0,2.0,1.0,3.0,1.0,2.0,14.0,3
Shelton's Farm Market & Garden Center,1832 S. 11th St,Niles,Berrien,Michigan,49120,-86.24844399999999,41.798573,1,1,0,0,0,1,1,4.0,4.0,1.0,2.0,2.0,3.0,1.0,17.0,1
Shenandoah Marketplace,201 Maryland Ave,Shenandoah,Page,Virginia,22849,-78.622833,38.483913,1,1,1,0,1,0,1,5.0,4.0,2.0,1.0,2.0,3.0,1.0,18.0,3
Shepherdstown Farmers Market I,S. King St.,Shepherdstown,Jefferson,West Virginia,25443,-77.806023,39.430504,1,0,0,0,1,0,1,4.0,3.0,2.0,2.0,3.0,2.0,2.0,18.0,1
Sherburne Winter Farmers Market,15 S. Main street,Sherburne,Chenango,New York,13460,-75.49749,42.6758,1,0,0,0,0,0,1,1.0,4.0,2.0,2.0,0.0,2.0,0.0,11.0,0
Sheridan Farmers Market,115 E. Evergreen St. ,Sheridan,Montcalm,Michigan,48884,-85.07354000000001,43.212604999999996,1,1,0,1,1,0,1,2.0,4.0,0.0,0.0,2.0,0.0,0.0,8.0,3
Sheridan Farmers' Market,Main Street Park ,Sheridan ,Madison,Montana,59749,-112.19693999999998,45.455482,1,0,0,0,0,0,1,2.0,2.0,2.0,2.0,3.0,0.0,1.0,12.0,0
Sheridan's Farmers Market,Grinnell Plaza,Sheridan,Sheridan,Wyoming,82801,-106.95518999999999,44.799484,1,0,0,0,0,1,1,4.0,4.0,3.0,2.0,1.0,3.0,2.0,19.0,0
Sherman County Farmers Market,630 O Str.,Loup City,Sherman,Nebraska,68853,-98.966576,41.274799,0,0,0,0,0,0,1,2.0,3.0,1.0,1.0,0.0,0.0,1.0,8.0,0
Sherman County Farmers Market,Hwy 97,Moro,Sherman,Oregon,97039,-120.7316,45.483230999999996,0,0,0,0,0,0,1,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0
Sherwood Saturday Market,22341 SW Pine St.,Sherwood,Washington,Oregon,97140,-122.83962,45.356331,1,0,0,0,0,1,1,2.0,2.0,2.0,0.0,2.0,0.0,1.0,9.0,0
